,dim_1,dim_2,label
115,-166.64542781019063,825.4527656365433,4
116,-69.41061861066731,1030.4458884248863,9
117,634.877343007275,-592.356192532587,2
118,789.3147964699579,-269.5451120433183,0
119,1369.3990992776344,-344.2775049469045,0
120,571.3230258734147,209.77973061269458,2
121,1534.0069639577475,-768.5541699364971,0
122,-332.53308637719675,-498.435385683672,2
123,-179.885806746787,713.6119164879871,7
124,-931.5800091547387,-360.43954479898593,1
125,-209.87069205627432,-562.2642305844638,8
126,321.3993549690729,-31.297703949103514,6
127,-247.25414482540342,318.77550747230396,4
128,-924.1856018901791,-459.19634766970347,1
129,-80.58000354807898,-425.83239756109435,6
130,-299.74646663775263,-396.4593695628584,3
131,-77.56145169333782,592.7766454031832,4
132,-533.1770613066167,-310.9805653978423,5
133,-753.0250244683234,340.2144486545299,9
134,-237.09281108396425,145.25919164024887,1
135,0.40186069142856834,-634.0834731899278,3
136,-357.5990711014403,-472.69737943606395,3
137,-553.2276050540792,-528.2949793222277,8
138,555.7808914539324,-669.3010915880831,5
139,-234.40124718293953,532.7443277616526,4
140,-681.7488754377961,-19.280642788529505,7
141,-520.4992165551351,62.56834177606541,7
142,-281.16230541434476,656.8084196402782,4
143,-246.0462571781962,118.51132395809655,2
144,-343.17551102178624,-301.43117752562193,8
145,-381.7369132390905,5.492791214098234,5
146,57.17926116135343,-640.3569075398956,8
147,-136.28970078560187,202.0093444061818,6
148,-405.4025563964988,306.8489036594114,7
149,316.6853989159407,-577.9734251761112,3
150,-329.09569234079584,148.70258519341675,4
151,311.18058442734605,221.2147120651969,6
152,-876.6725740312521,-606.0825604459875,1
153,-693.6229164295439,221.4640566011272,9
154,-79.95362408259642,709.7049442450852,9
155,170.28470899056313,-6.02233417173842,6
156,760.762908296987,-45.72086873564395,0
157,219.55779333898616,-466.02020092470025,3
158,-35.87866668318342,369.11911990478,7
159,200.861219734427,-47.34632906626268,2
160,-315.1921320756546,97.37808832214822,8
161,618.9339375418677,-941.3441970484832,2
162,-301.91698065992364,723.1958408993614,9
163,-418.9324644239186,252.65552822786296,4
164,605.0799205484445,663.2800073508408,4
165,138.8415831600123,-138.40806989453614,6
166,-368.42461654427996,556.9438242142594,4
167,-125.24175988555554,764.5430602097072,9
168,-676.9329368773952,-140.93387636269128,7
169,1025.7644163220252,-316.0428741757716,0
170,-214.6957788857655,861.4273345609001,9
171,392.4960720808007,-229.6445479283854,2
172,-33.01534465880285,904.1542879940856,9
173,-686.0196834525253,-251.10873783674654,5
174,-983.7601688297814,-379.50256413423256,1
175,-323.5642628809399,-208.85104812710975,5
176,-540.212582496369,410.95754023432,9
177,-923.4547018596663,-586.9268426546776,1
178,371.48194027373944,9.235027500185907,2
179,675.4641950827696,-297.09947093639147,3
180,-718.1706896191353,-363.85409316164913,2
181,239.04578056057625,442.03387753201264,3
182,554.0350399066791,-596.2457057865795,5
183,-323.73940804287554,948.1812169422608,9
184,-825.650937753315,-217.25211099480032,1
185,50.43126290645906,784.8994298149114,7
186,-76.78095281529514,-103.13730909014042,6
187,647.2105102051621,-1143.984909550878,2
188,156.68625550110636,195.89325782557145,8
189,142.92705653951114,-68.93618559186676,2
190,82.58197937448486,-712.6749143397777,2
191,-406.0123328558522,-77.29895596546173,5
192,1227.6374138907076,-133.86549661831694,0
193,-21.777152880170753,702.3697231361161,7
194,326.1793672900805,914.2478008675538,4
195,-355.3491123553794,268.5622454867799,9
196,319.9897846487,970.4233760689788,7
197,-434.20940306172946,-513.4420523616783,8
198,-200.28878891614832,-653.3151626323472,3
199,37.37721302433771,401.69152347855663,2
200,-704.417354421271,-126.49358211837851,1
201,-751.947089673051,-487.7654694879095,1
202,-250.3823598020291,-318.24322245232815,8
203,166.02900387153971,100.23087341333223,3
204,-276.784806099673,297.31418333025596,6
205,-763.8712018078674,-779.4674000586166,1
206,1079.631569321451,-365.91702476354374,0
207,190.0091737916871,231.82734530739907,3
208,-986.2428152150826,-487.9216235530126,1
209,1308.2833663257093,-665.2957234414656,0
210,270.4193596188529,-80.4718618522146,0
211,-963.2834617617752,-647.0699074487361,1
212,-604.2847255138947,305.60045767938254,7
213,398.0270321602708,-307.1845616825981,2
214,195.09830419066952,883.1193852639158,7
215,292.10933354372384,-877.4382916094174,3
216,602.819823385125,-11.657107701834288,0
217,-57.377202452395395,683.6376678611967,4
218,173.48898552821058,-87.76546479984752,6
219,243.60708562570397,-226.04583562357337,5
220,379.1049098473817,-726.3922230548611,2
221,770.7737756669153,325.0593954510589,6
222,704.9155332011114,479.82120070590634,4
223,-125.20406690047359,826.7800849440009,7
224,-21.357993022211062,87.64674589913658,1
225,287.84084162770415,-434.7106960032971,8
226,-407.7308633624364,671.7956187076015,9
227,-491.75139835897016,526.4790941914661,9
228,-230.57996458223337,116.9667322445113,3
229,1035.0490908876427,-165.98916350901888,0
230,-411.5308481889941,534.6054780203289,7
231,-944.8915630625208,-704.7420756637279,1
232,115.03916504396709,73.71384453540799,0
233,116.25497594473686,-137.87115230597752,2
234,889.2359201184963,-123.09238555090916,0
235,222.31724823482784,-689.3630732402396,3
236,-38.46216351020059,-167.9195714250082,5
237,-65.25188082708456,871.1975670330512,4
238,188.4627506352419,288.6898746068465,6
239,-10.017280220699316,-266.86043526882565,5
240,-735.2783636604361,-155.61390448288705,8
241,796.7630383447188,495.5564745784734,6
242,648.075872729349,-952.2983037592411,3
243,-97.69731210385751,1113.4687218245028,7
244,936.3968949366166,-119.00660683239057,5
245,56.53746084110944,-509.01365894384014,8
246,171.41465117624853,-293.31501183578035,0
247,-456.09579217997594,457.88266072118154,9
248,-614.3028251982084,-204.14594461858408,1
249,911.9512646444066,-415.2991569696467,0
250,-133.8841197669314,220.78886435793999,3
251,-1004.9564091689073,-523.999164977678,1
252,-358.3069719579785,-799.0457632831287,2
253,655.1261319848404,-196.76225980029025,2
254,145.58306434241572,-621.2033275224373,3
255,76.43848048394237,-677.9844726280867,3
256,-699.8459533000553,-463.06564021145743,6
257,-138.20501357116555,761.1574887044327,4
258,-551.6786896988195,338.4242586165669,7
259,-108.13485600087873,52.45245842104111,5
260,-94.46975715580108,132.8517176642348,0
261,526.2587855691156,366.2776553305471,6
262,27.295079818409565,-350.04726986468967,2
263,-89.02294068385999,1050.6817012421936,7
264,-180.85416279624462,408.4907793981817,9
265,174.3187731568558,-150.91035287891273,8
266,300.57602963800315,-771.0077312941818,5
267,-488.11481342743434,513.2543442077607,9
268,-511.33560441742503,392.47116743852354,2
269,-906.8753928411917,-757.6258284602917,1
270,-873.5122324624624,-364.83050892754665,1
271,-421.00173787400996,496.2080158514161,4
272,160.6049824278095,914.375696700755,4
273,-75.8962273973004,-255.8215298466486,5
274,-177.05216025214776,-501.7883148851996,6
275,59.70284677542807,783.290625113135,4
276,-982.7379186695545,-347.7702023965304,1
277,589.0309478477486,-174.32539879221403,2
278,277.81954203228366,-610.1269055874596,5
279,129.83329036811074,-266.0652420442233,3
280,-526.4140659936622,633.2534603748892,9
281,296.06098866883235,-615.4695057275283,3
282,-240.9313610169048,449.8685255691457,9
283,1718.4511630782854,-454.4418449998756,0
284,419.6243278582128,-503.80344848429445,5
285,-518.9131830956361,384.454918595469,9
286,607.3148374726004,-64.94645106050882,6
287,-471.48478299943145,-112.15532688327342,5
288,-466.7921843777776,765.657965357201,7
289,-309.65406027833745,651.2238910000091,4
290,-975.450897675691,-624.121799302705,1
291,-218.07987597372383,-763.7668260361262,3
292,-412.5449905451473,268.33325802265426,4
293,1955.160464684711,-465.5174749186156,0
294,508.4338219653582,642.1367079395759,4
295,-267.9555133189266,-542.6000164314255,8
296,1139.165283853131,-166.22401385679368,0
297,-63.570356185964464,777.3072889214446,4
298,218.06380518319548,-670.5308858405776,3
299,537.2064372058919,346.87622580223905,6
300,-627.357346908021,-362.7644829226269,8
301,-232.75995143644886,903.6581453367402,7
302,-4.884721681189393,-108.53512340581811,6
303,1712.3563716173132,-488.9565523523936,0
304,-484.92255282303734,403.02330014515513,9
305,-350.70095876766715,676.5822108108508,7
306,563.433519576961,-200.60631119304054,5
307,-457.7055747216825,634.5059223738518,7
308,486.85382726373115,-314.3626945983729,2
309,-856.4931642558438,-743.9312076272254,1
310,-957.2951256792048,-315.5721811795862,1
311,546.5293157518653,333.76837312159296,6
312,96.60005336563628,21.075526286393078,8
313,-558.0464363974548,327.4536999472955,9
314,199.35729467915738,556.9489918761822,4
315,-900.9964186200574,-677.6778147706011,1
316,-59.255687042521934,-181.5677474109252,5
317,408.6604124154639,-62.738434490954056,2
318,-314.4948863837824,-412.44537651900055,2
319,-422.58292773192915,387.91510605007926,9
320,1146.7545386114662,-194.1645524973651,0
321,76.01661043837662,-549.5315947408411,3
322,77.28263119888335,538.0042329993636,9
323,741.0118581420768,517.2379017480976,6
324,-219.56914747527662,876.7048164563582,7
325,624.2463279020672,-156.48277505876953,2
326,930.2208737069092,-110.56025258451591,0
327,-218.75466192462068,-651.907964794943,3
328,578.5932555258478,107.4950647867049,5
329,-15.196522964322412,936.6215840496272,4
330,253.17221564531238,-630.5847035214975,3
331,238.1642693356946,465.74398106595885,6
332,225.46930410697533,-264.00543652905543,5
333,429.77715610714074,-363.631739615662,8
334,97.47540398961128,687.521465529174,9
335,-167.84007846037238,91.92487530020072,5
336,-396.571322982541,538.4639675727001,4
337,-63.95535959019339,911.1309298389664,7
338,-92.47117562574252,849.7968321813164,4
339,492.3126674003105,-177.20221212072272,2
340,132.44826576544384,438.7253192993791,7
341,321.00044722208895,-674.5916454712348,3
342,-529.9040107479134,222.16922224066198,4
343,-270.0154187919302,-514.5438469647623,8
344,-141.6237788249262,734.2103177888132,9
345,-876.3285493842559,-613.9139884201973,1
346,-112.92087391234729,79.74133955722014,9
347,581.6840187709764,-139.84080966914044,2
348,-47.934926301385396,-462.2140581417991,8
349,-16.053528137029986,800.6669772823785,7
350,-219.95809703171588,784.8292643069316,9
351,-810.8414861450842,-582.5141657190901,1
352,565.2542829369357,-503.8201870759092,8
353,-282.1871721576305,526.4234893875702,7
354,-483.450945188978,486.2113817732004,4
355,-788.1377736168527,-747.7659087040582,1
356,-410.8648371101047,-253.7150268034705,3
357,-907.5983107992075,-591.9902503954453,1
358,-760.3659573604987,-115.88361303114864,1
359,1140.3914433345083,-343.3012116000429,0
360,-422.69513494767506,-1011.6408242563155,2
361,67.45585546576484,-385.73660598900824,3
362,-303.80439845176284,793.0186204566991,9
363,-584.2361746127357,284.80271690662374,4
364,-472.6154957052285,464.19976346423744,9
365,411.5786777724763,-279.04061723277573,2
366,-897.92997454825,-362.1300917396067,1
367,784.7996305203678,333.3695898587056,6
368,-487.5927265535869,-401.5276075222713,8
369,-168.0970717541053,911.5549625316607,4
370,-818.776494722013,-184.6973951000123,7
371,381.66510373544605,886.8821284726639,7
372,-436.7991499557094,551.4212781833347,4
373,-353.40231699773824,659.0303566540739,4
374,-95.83002420399545,713.5625146527674,9
375,616.2573969740359,-112.07335494529963,2
376,-55.38187054787839,-343.3246203362585,5
377,173.32009641036063,934.606448592729,7
378,9.14161542376317,-423.28924266879227,2
379,-557.4893680305054,321.3677998131672,4
380,453.78381321327777,694.7346905392792,4
381,378.27746754404694,-139.14593363664548,2
382,-804.3206413191273,-382.84183436870245,1
383,-92.97764568282734,810.2489418994338,9
384,-494.4848797435953,531.3621035889121,7
385,591.2808618906572,-239.29469275476927,2
386,170.80501996521593,-407.29441128837567,8
387,-253.71972319496513,766.5822500975739,7
388,-633.4671380038997,31.130852730202516,6
389,-470.2864925855639,512.3365190832682,9
390,78.5062529712515,-785.4738027242092,2
391,281.63215264050547,-116.26615687827204,2
392,-124.7523338016101,-563.0998336582982,3
393,-169.8372279937164,-375.3602788213958,8
394,-609.2823870771887,-226.96167801792654,1
395,636.6069510052748,132.5273066358324,6
396,-63.098872032550034,-259.60103975067335,5
397,-810.5072617684848,-709.4844511394344,1
398,-823.2599015959639,-266.15495296212333,1
399,1598.9477977317365,-443.657715068184,0
400,-95.95886546344872,-49.939934380962434,2
401,-62.7865647467189,298.26109190275776,6
402,13.344354334183421,859.6227919966393,4
403,-37.61511591252266,-106.06351707177211,5
404,332.00246612610687,-555.9847753842994,8
405,230.28013871557187,-594.18827410005,3
406,-679.6242786570211,-174.31428565275183,1
407,-6.36588463752876,-182.24700373015716,5
408,-978.2001289039944,-358.82064204779664,1
409,-404.2573320459446,533.3444483789202,9
410,-235.22926651394917,-1026.366413671248,2
411,-389.70904491597554,570.6440648183994,7
412,-728.9640056513947,235.1706236874584,4
413,-315.6475977820845,695.2832686009247,4
414,-138.27544156988736,50.38516784726113,4
415,-157.01996613111496,-285.33851044722076,8
416,-1034.4606660036357,-386.97032968741183,1
417,-598.2462707171716,-78.18136613871688,5
418,-633.4397542253806,-12.970260897691142,8
419,-284.74646210939073,523.2203557260628,9
420,-247.465608872982,124.43857470160633,5
421,381.4252731538465,343.91317737863096,6
422,-765.479606892491,336.63586112181224,7
423,-450.9300676799006,380.8758171876499,9
424,10.707964388765639,312.9009699398682,9
425,279.3861618392505,-219.30271626399244,3
426,238.33073498596102,950.1617298811963,7
427,1889.6830869991827,-275.17601863644614,0
428,-310.0749555932798,496.80048858168794,9
429,1740.99791700004,-514.2903609466517,0
430,43.87661979545875,-280.203010139042,6
431,309.83298903374595,463.915834588941,6
432,-17.80808381344382,-37.54026896582994,2
433,-111.4983908357793,-668.1891925976315,3
434,-326.50380335409085,449.0787799688724,9
435,1402.1251823625084,-308.6447429625894,0
436,-314.23850042834414,572.81311802482,7
437,-354.24871803192855,-14.431387480966157,5
438,214.62298695235862,841.3634796150523,4
439,-218.17390735322914,-178.09491355564845,8
440,1274.7386314965956,-473.32378099846517,0
441,-444.2098098222357,440.21828006860085,9
442,-306.91146203266595,663.8830152662215,4
443,-795.1380632784474,-652.1143641853537,1
444,-677.0398700218487,-48.98146660821858,2
445,-81.60948709913917,-189.9540395808658,8
446,497.5847117883035,796.5069409083143,7
447,-771.8456563940903,-724.3124844785613,1
448,-36.43573521759189,-78.85221698072995,2
449,339.9027370298505,444.5149968769432,6
450,-851.7194893515898,-510.1185754329,1
451,1006.8556435810693,129.79437931336753,0
452,564.9695122577803,-564.3136700753399,3
453,938.6169852940872,-286.85536523737795,0
454,-966.3991397425956,-190.5571592279317,1
455,-918.602831187691,-629.7588462750879,1
456,-392.04936713095697,-370.4410837114118,8
457,106.86003226233106,-227.6115909481899,2
458,1718.6585163766947,-414.70404589603663,0
459,-169.89723189828598,403.8873549865065,3
460,-177.81706240334614,780.9374807517727,9
461,117.61218399998529,925.7584781699371,4
462,1552.621967771503,-250.4033965755511,0
463,-585.9686327753312,-20.64410075643083,5
464,1127.0073898326227,-524.7400235573131,0
465,515.3696924939834,-78.95352811331698,6
466,-934.5164302653192,-417.0451928253093,1
467,144.68562242334943,485.9377189932735,7
468,-174.7302349206651,245.94459853459932,7
469,76.6290623997835,133.60389064977932,8
470,-545.0450271505769,-177.13206722438653,1
471,-317.0508301863671,257.5207163575842,9
472,-544.1107549460038,-551.709602513246,2
473,943.4699535067384,-153.1109071497714,0
474,270.47214684166426,11.658556597963186,5
475,-791.2570097299036,-547.0757358666108,1
476,-286.18860120656484,369.2310859647477,2
477,378.00047701818727,-265.4712036122517,2
478,-608.9881685530328,540.2246289660126,7
479,270.11465187217186,-315.6321501136274,3
480,428.59134472487483,118.66723543705176,5
481,2.2024929155239104,613.6466642122199,4
482,-474.95253780254757,519.3093849262286,9
483,64.20705003360284,201.60869116592326,7
484,-867.0710017737133,-239.83034139001833,1
485,103.17441298978859,-60.08626384241188,8
486,122.32049409572137,-377.48725035209685,3
487,-404.13084421503095,235.52497577802578,9
488,-103.28740203357064,26.468892995169533,6
489,533.5971359974527,164.67141465914236,0
490,264.70207177997014,-1020.8726335955894,3
491,-614.8623818701328,-289.423311507415,1
492,-867.44295642469,-630.4591110505119,1
493,117.38340441504471,-136.55764077953208,2
494,739.3849483066772,111.53967134154979,6
495,691.4057940430243,-513.3001785345742,3
496,348.1169886215443,-420.77434301702925,5
497,-257.840019178511,112.92119185318084,7
498,-231.42540912380574,-98.20796582710348,6
499,-158.67093439535785,-493.3145389728886,8
500,-546.5416279616923,412.8193853864491,3
501,-519.8563638297549,-31.569816034285555,9
502,-388.087952336401,-107.10674998788093,5
503,-503.707676186025,-534.6618403221332,8
504,821.7825551495259,-887.115153876116,5
505,-92.51668636558188,852.1669056893963,7
506,88.73429919417713,374.50487084094203,6
507,-779.887401551776,-543.4638830331659,1
508,-768.5463789264312,-539.5462878904234,1
509,-245.74176756407468,193.4269421853825,3
510,-872.3326472313441,-645.4235832517409,1
511,-503.7940355888439,41.09245477546774,7
512,312.17602684186295,364.45219980225994,5
513,-343.55345809237804,-51.90435446503304,5
514,-165.08359076864187,-267.68304590717,5
515,674.4234660381159,-241.86153685164317,2
516,132.45258020687643,78.64030649937567,5
517,54.08668644199315,-278.03613214801686,8
518,-719.4924411194269,347.0316375314445,7
519,1269.7781654931541,21.969405898779467,0
520,161.46995136848133,788.503163409076,9
521,221.19995425863763,676.1419974622453,7
522,-109.4817223065876,958.7693027328872,7
523,-644.8574750260883,-90.28903302711244,5
524,1073.0032140250514,-476.0701698242193,0
525,-307.1273935962152,517.0151226894632,9
526,1527.0102326896017,-358.9719302848703,0
527,287.17230160890546,176.91509166101358,0
528,393.46570528565445,71.1245476954727,8
529,-474.74097871439966,141.0637301050269,9
530,-119.07831167006036,-78.58903317847297,2
531,-162.5623228333954,535.3870403977543,4
532,-197.31316111083407,-69.74605876125499,8
533,-622.0680971669626,-214.73336276819524,1
534,156.79522579574413,58.93824227867759,6
535,-540.5223320112135,-468.36614207520716,1
536,-95.5224283937246,379.52636786598333,6
537,-358.4749324586551,-234.4403313695174,5
538,-891.2161675769902,-624.8668432211657,1
539,246.5175510497022,-125.03699359123105,8
540,-463.064749239579,-89.27917069737212,3
541,-192.14781560052484,825.9640998298886,4
542,1086.786339280162,-400.9021706678618,0
543,-418.37604260907676,-281.12117772944845,5
544,634.2873105755257,-710.63078046771,5
545,-281.3445460882607,-400.2766755061052,8
546,-14.965661470433185,-816.7018974367495,3
547,-342.43484380397973,193.01743474473827,6
548,882.7722337724392,-274.61129636215924,2
549,137.88538157559725,-388.1654396232012,3
550,35.325983386629495,801.8776732293601,9
551,364.1325095474324,-427.44230487082314,2
552,-589.7289989694223,-623.4155220909904,1
553,-768.0376791959669,-682.348069553214,1
554,921.3885812932365,-24.301781422640776,5
555,199.5008669512232,-263.2242641354546,2
556,-919.7554600386435,-338.4305790111757,1
557,206.97650950299283,-431.2315240943303,3
558,-520.9023458112799,15.712858459648288,2
559,-65.3944078538341,-546.9769024537037,8
560,-720.2011510811951,-230.545620741087,7
561,55.46557581725803,-424.7137332030321,3
562,-54.54621561631478,649.061537783513,7
563,118.30663680483585,-464.3788061928608,2
564,114.70987361592208,983.0534248742218,4
565,297.8499647159636,243.60247566388995,6
566,-323.17039914974913,506.80607295675577,9
567,-314.77188414508794,446.25800950504777,7
568,-67.6823069640749,-153.03173660757955,2
569,-68.489028027187,455.4975434100211,4
570,659.6104760773171,269.3874715649376,2
571,-169.46143534848656,-328.5563721317135,8
572,-906.0696634862437,-448.7425273505238,1
573,-862.910677921547,-540.354844028579,1
574,-634.882381269842,-350.35660351062444,3
575,-353.1412309159517,-544.5721638605056,8
576,-445.68269398476997,349.5302575319298,4
577,1176.9676156139617,79.8454586134922,0
578,-10.645203080024839,-59.17777759808132,6
579,-317.1677670891261,-79.66638706853614,5
580,-179.42740728683842,699.2060925576205,9
581,-123.18237092508423,-291.0687757194799,3
582,669.5744628771379,98.53722211462794,0
583,-579.6742600997467,-65.03749999299211,9
584,-237.0695142076368,133.92185868229612,2
585,-238.35839822187322,850.6691786961769,4
586,-407.5004926602535,66.56864087802376,7
587,-688.3011006872758,-524.3045577754181,1
588,-738.1342082123332,-497.7371311641547,2
589,-360.8703839267896,286.17339976921295,9
590,-486.52654056111663,395.4107285271655,4
591,785.6763931175722,17.497646642011773,2
592,-179.11949589694783,347.87618203977274,6
593,-821.2368937006036,-531.09243814411,1
594,25.235247843217206,-394.2461858074556,8
595,-639.6043214868884,188.94801036629792,9
596,1045.6751150230286,149.64697731900986,0
597,58.34653207998,-474.6385197455669,6
598,532.3227783758734,169.79205084903964,6
599,-272.20624301834505,545.1564441329455,7
600,-790.5081306336618,215.08720429474718,9
601,-388.4165679776234,105.27881999202488,9
602,144.44097305996394,-804.9363154110788,8
603,706.825307306141,-249.3285766968248,0
604,-938.6474801475912,-260.5916516804194,1
605,-314.24033663692774,142.04960618515858,4
606,-15.344052912467962,480.2684935404958,4
607,143.58996275876578,-151.19256414118806,6
608,341.6430167467829,970.967848471582,7
609,-824.0757132511116,-603.5901116990273,1
610,62.65872741042615,671.3156440910224,5
611,-592.9452441348983,-289.3122825817989,7
612,1071.072372383568,-55.96070340388874,0
613,-156.60620015210412,69.66888220582733,3
614,-228.4764096513475,337.35753141032694,5
615,-108.58184413647318,-35.754500472697686,8
616,646.5574387664627,990.3653366036287,4
617,-270.9136228104575,471.02675186308966,7
618,-820.3779405668014,-151.4283936650686,1
619,46.24828581946948,-166.7464284447598,2
620,1293.2354160407212,-330.0090761145655,5
621,-398.8061717805387,445.4874736437195,9
622,794.8682545601382,-42.18766573160218,5
623,85.37315629176962,-56.754093411063884,6
624,-435.6913731559036,562.8493707413161,7
625,150.635829399058,13.344584371214173,5
626,416.93555199898935,873.8957817672964,9
627,-167.67822672018252,346.57865829440743,8
628,-227.19289277851274,-305.7243783977557,8
629,46.67707985524685,183.9828625247153,3
630,-538.4398764775667,-313.527409729306,6
631,-407.6964176881499,72.86365171603502,9
632,55.66479399550234,817.3572492758798,7
633,683.0334104536379,-81.32841067433507,0
634,-763.3501587599623,56.65709187575401,7
635,20.115272236202095,299.10601133077944,5
636,-597.6107517440817,513.170767601097,7
637,-672.2142179765574,-563.7773115373016,1
638,-854.2464514567783,-184.11074002185404,1
639,1200.8584018804431,-209.16255154294782,0
640,172.45009643365964,613.8493729471783,7
641,-764.6362416248438,-237.48051603876377,9
642,430.8288213631631,-377.78399143147436,2
643,309.635984131235,-343.9892598412629,3
644,-850.031658577283,-326.03911398148296,7
645,264.78942744872677,36.3062606891069,3
646,-509.94014680282334,-868.9026188951964,2
647,-364.85677086301484,309.6889661022691,4
648,-980.5792141407483,-487.12582783192244,1
649,70.68406986530672,-233.89296955241522,6
650,-612.1883589537748,-87.80001573044042,2
651,-138.67677421373952,498.8223454010987,7
652,-80.97774308177496,-361.14118347850496,5
653,-545.832002755234,-131.56130868080925,5
654,-578.4895825020686,707.9129397287977,7
655,-7.135044662900022,719.4394632000506,4
656,1159.5000679744116,-34.37914593164946,0
657,144.3821058811187,-128.0689186014386,2
658,216.86362291596504,14.679678145848607,6
659,-102.84819277239829,84.70234601475705,3
660,-287.3968121804055,-243.75301289361298,6
661,-540.9552750815644,5.054901856900984,4
